time,PV,G(i),H_sun,T2m,WS10m,Int
2015-01-01 00:10:00,0.0,0.0,0.0,-2.41,2.62,0.0
2015-01-01 01:10:00,0.0,0.0,0.0,-2.0,2.83,0.0
2015-01-01 02:10:00,0.0,0.0,0.0,-1.83,2.83,0.0
2015-01-01 03:10:00,0.0,0.0,0.0,-1.78,2.69,0.0
2015-01-01 04:10:00,0.0,0.0,0.0,-1.87,2.41,0.0
2015-01-01 05:10:00,0.0,0.0,0.0,-2.07,2.14,0.0
2015-01-01 06:10:00,0.0,0.0,0.0,-2.42,1.93,0.0
2015-01-01 07:10:00,0.0,0.0,0.0,-2.98,1.59,0.0
2015-01-01 08:10:00,628.14,245.63,9.22,-2.37,1.24,0.0
2015-01-01 09:10:00,1325.22,508.14,15.61,0.22,0.97,0.0
2015-01-01 10:10:00,1758.72,687.74,19.91,1.86,0.9,0.0
2015-01-01 11:10:00,1914.36,758.15,21.72,3.17,0.97,0.0
2015-01-01 12:10:00,1832.91,725.66,20.81,4.08,1.03,0.0
2015-01-01 13:10:00,1583.52,622.22,17.31,4.57,1.1,0.0
2015-01-01 14:10:00,1073.85,422.2,11.57,4.58,1.03,0.0
2015-01-01 15:10:00,275.67,125.43,4.06,3.89,0.97,0.0
2015-01-01 16:10:00,0.0,0.0,0.0,2.62,0.9,0.0
2015-01-01 17:10:00,0.0,0.0,0.0,1.75,1.03,0.0
2015-01-01 18:10:00,0.0,0.0,0.0,0.47,1.24,0.0
2015-01-01 19:10:00,0.0,0.0,0.0,0.77,1.1,0.0
2015-01-01 20:10:00,0.0,0.0,0.0,-0.55,1.45,0.0
2015-01-01 21:10:00,0.0,0.0,0.0,-1.31,1.59,0.0
2015-01-01 22:10:00,0.0,0.0,0.0,-1.41,1.52,0.0
2015-01-01 23:10:00,0.0,0.0,0.0,-1.63,1.59,0.0
2015-01-02 00:10:00,0.0,0.0,0.0,-1.85,1.72,0.0
2015-01-02 01:10:00,0.0,0.0,0.0,-1.86,1.72,0.0
2015-01-02 02:10:00,0.0,0.0,0.0,-1.75,1.72,0.0
2015-01-02 03:10:00,0.0,0.0,0.0,-1.71,1.72,0.0
2015-01-02 04:10:00,0.0,0.0,0.0,-1.76,1.72,0.0
2015-01-02 05:10:00,0.0,0.0,0.0,-1.81,1.79,0.0
2015-01-02 06:10:00,0.0,0.0,0.0,-1.76,1.86,0.0
2015-01-02 07:10:00,0.0,0.0,0.0,-1.63,1.59,0.0
2015-01-02 08:10:00,889.53,344.65,9.24,-0.73,1.31,0.0
2015-01-02 09:10:00,1224.15,471.31,15.65,1.93,1.24,0.0
2015-01-02 10:10:00,1722.12,674.34,19.97,4.01,1.45,0.0
2015-01-02 11:10:00,1790.64,706.08,21.8,5.61,1.72,0.0
2015-01-02 12:10:00,1016.31,398.29,20.91,6.68,1.86,0.0
2015-01-02 13:10:00,1109.91,434.9,17.42,7.18,2.0,0.0
2015-01-02 14:10:00,228.87,103.96,11.69,7.03,1.86,0.0
2015-01-02 15:10:00,36.96,26.47,4.2,5.8,1.93,0.0
2015-01-02 16:10:00,0.0,0.0,0.0,4.02,2.07,0.0
2015-01-02 17:10:00,0.0,0.0,0.0,2.88,1.86,0.0
2015-01-02 18:10:00,0.0,0.0,0.0,1.96,1.72,0.0
2015-01-02 19:10:00,0.0,0.0,0.0,1.89,1.66,0.0
2015-01-02 20:10:00,0.0,0.0,0.0,1.73,2.0,0.0
2015-01-02 21:10:00,0.0,0.0,0.0,1.67,2.07,0.0
2015-01-02 22:10:00,0.0,0.0,0.0,1.18,2.07,0.0
2015-01-02 23:10:00,0.0,0.0,0.0,0.59,1.86,0.0
2015-01-03 00:10:00,0.0,0.0,0.0,0.43,1.59,0.0
2015-01-03 01:10:00,0.0,0.0,0.0,1.13,1.17,0.0
2015-01-03 02:10:00,0.0,0.0,0.0,1.83,0.83,0.0
2015-01-03 03:10:00,0.0,0.0,0.0,1.74,0.55,0.0
2015-01-03 04:10:00,0.0,0.0,0.0,1.45,0.28,0.0
2015-01-03 05:10:00,0.0,0.0,0.0,1.43,0.14,0.0
2015-01-03 06:10:00,0.0,0.0,0.0,1.5,0.34,0.0
2015-01-03 07:10:00,0.0,0.0,0.0,1.46,0.48,0.0
2015-01-03 08:10:00,466.62,191.24,9.27,1.86,0.0,0.0
2015-01-03 09:10:00,1198.47,467.23,15.69,2.99,0.48,0.0
2015-01-03 10:10:00,1547.79,615.85,20.04,5.43,0.41,0.0
2015-01-03 11:10:00,1788.78,722.34,21.89,7.16,0.69,0.0
2015-01-03 12:10:00,1696.8,688.22,21.02,8.15,0.48,0.0
2015-01-03 13:10:00,1408.41,566.9,17.55,8.85,0.48,0.0
2015-01-03 14:10:00,1135.35,458.06,11.82,8.87,0.48,0.0
2015-01-03 15:10:00,250.8,117.21,4.33,7.82,0.76,0.0
2015-01-03 16:10:00,0.0,0.0,0.0,7.05,0.55,0.0
2015-01-03 17:10:00,0.0,0.0,0.0,5.98,0.41,0.0
2015-01-03 18:10:00,0.0,0.0,0.0,3.25,1.31,0.0
2015-01-03 19:10:00,0.0,0.0,0.0,1.99,1.72,0.0
2015-01-03 20:10:00,0.0,0.0,0.0,1.04,1.93,0.0
2015-01-03 21:10:00,0.0,0.0,0.0,1.62,2.34,0.0
2015-01-03 22:10:00,0.0,0.0,0.0,2.3,2.69,0.0
2015-01-03 23:10:00,0.0,0.0,0.0,3.21,2.97,0.0
2015-01-04 00:10:00,0.0,0.0,0.0,4.41,3.52,0.0
2015-01-04 01:10:00,0.0,0.0,0.0,5.15,4.14,0.0
2015-01-04 02:10:00,0.0,0.0,0.0,5.52,4.62,0.0
2015-01-04 03:10:00,0.0,0.0,0.0,5.73,4.9,0.0
2015-01-04 04:10:00,0.0,0.0,0.0,5.98,4.83,0.0
2015-01-04 05:10:00,0.0,0.0,0.0,6.24,4.48,0.0
2015-01-04 06:10:00,0.0,0.0,0.0,6.06,3.24,0.0
2015-01-04 07:10:00,0.0,0.0,0.0,3.57,2.14,0.0
2015-01-04 08:10:00,649.8,260.17,9.3,3.56,1.31,0.0
2015-01-04 09:10:00,1407.63,551.46,15.74,4.65,1.1,0.0
2015-01-04 10:10:00,1725.54,694.95,20.12,5.93,0.34,0.0
2015-01-04 11:10:00,1873.11,762.88,21.99,7.33,0.55,0.0
2015-01-04 12:10:00,1813.89,736.31,21.14,8.58,0.9,0.0
2015-01-04 13:10:00,1550.79,624.75,17.67,9.57,1.03,0.0
2015-01-04 14:10:00,1082.13,435.37,11.96,9.6,1.03,0.0
2015-01-04 15:10:00,291.3,133.71,4.47,9.0,1.17,0.0
2015-01-04 16:10:00,0.0,0.0,0.0,7.36,1.24,0.0
2015-01-04 17:10:00,0.0,0.0,0.0,5.92,0.9,0.0
2015-01-04 18:10:00,0.0,0.0,0.0,4.85,0.83,0.0
2015-01-04 19:10:00,0.0,0.0,0.0,3.58,2.9,0.0
2015-01-04 20:10:00,0.0,0.0,0.0,3.1,1.79,0.0
2015-01-04 21:10:00,0.0,0.0,0.0,2.27,1.79,0.0
2015-01-04 22:10:00,0.0,0.0,0.0,1.86,1.72,0.0
2015-01-04 23:10:00,0.0,0.0,0.0,4.2,0.83,0.0
2015-01-05 00:10:00,0.0,0.0,0.0,3.3,0.69,0.0
2015-01-05 01:10:00,0.0,0.0,0.0,1.91,0.9,0.0
2015-01-05 02:10:00,0.0,0.0,0.0,1.94,0.48,0.0
2015-01-05 03:10:00,0.0,0.0,0.0,1.37,0.0,0.0
2015-01-05 04:10:00,0.0,0.0,0.0,0.41,0.34,0.0
2015-01-05 05:10:00,0.0,0.0,0.0,-0.42,0.55,0.0
2015-01-05 06:10:00,0.0,0.0,0.0,-0.9,0.76,0.0
2015-01-05 07:10:00,0.0,0.0,0.0,0.5,0.62,0.0
2015-01-05 08:10:00,717.18,283.04,9.34,0.73,0.69,0.0
2015-01-05 09:10:00,1428.24,558.15,15.8,1.93,0.34,0.0
2015-01-05 10:10:00,1746.39,704.79,20.2,4.92,0.07,0.0
2015-01-05 11:10:00,1914.39,779.2,22.09,6.71,0.55,0.0
2015-01-05 12:10:00,1863.48,752.65,21.26,7.79,1.1,0.0
2015-01-05 13:10:00,1615.05,645.58,17.81,8.27,1.31,0.0
2015-01-05 14:10:00,1146.18,457.03,12.1,8.19,1.31,0.0
2015-01-05 15:10:00,341.25,152.08,4.62,7.08,1.72,0.0
2015-01-05 16:10:00,0.0,0.0,0.0,5.25,2.14,0.0
2015-01-05 17:10:00,0.0,0.0,0.0,3.58,2.21,0.0
2015-01-05 18:10:00,0.0,0.0,0.0,2.33,2.21,0.0
2015-01-05 19:10:00,0.0,0.0,0.0,2.22,2.41,0.0
2015-01-05 20:10:00,0.0,0.0,0.0,1.66,2.48,0.0
2015-01-05 21:10:00,0.0,0.0,0.0,1.36,2.55,0.0
2015-01-05 22:10:00,0.0,0.0,0.0,1.18,2.62,0.0
2015-01-05 23:10:00,0.0,0.0,0.0,0.92,2.48,0.0
2015-01-06 00:10:00,0.0,0.0,0.0,0.47,2.07,0.0
2015-01-06 01:10:00,0.0,0.0,0.0,1.31,1.38,0.0
2015-01-06 02:10:00,0.0,0.0,0.0,2.74,0.55,0.0
2015-01-06 03:10:00,0.0,0.0,0.0,2.16,0.28,0.0
2015-01-06 04:10:00,0.0,0.0,0.0,1.68,0.62,0.0
2015-01-06 05:10:00,0.0,0.0,0.0,1.26,0.62,0.0
2015-01-06 06:10:00,0.0,0.0,0.0,1.1,0.76,0.0
2015-01-06 07:10:00,0.0,0.0,0.0,0.37,0.97,0.0
2015-01-06 08:10:00,668.46,262.82,9.38,-0.31,1.24,0.0
2015-01-06 09:10:00,1404.06,545.4,15.87,2.59,0.97,0.0
2015-01-06 10:10:00,1740.54,689.8,20.29,5.22,1.1,0.0
2015-01-06 11:10:00,1911.87,764.55,22.2,6.99,1.59,0.0
2015-01-06 12:10:00,1840.41,733.27,21.39,8.16,2.07,0.0
2015-01-06 13:10:00,1590.24,629.96,17.95,8.77,2.21,0.0
2015-01-06 14:10:00,1085.94,431.79,12.25,8.81,2.0,0.0
2015-01-06 15:10:00,322.44,144.95,4.77,7.91,1.79,0.0
2015-01-06 16:10:00,0.0,0.0,0.0,6.25,2.07,0.0
2015-01-06 17:10:00,0.0,0.0,0.0,4.62,2.0,0.0
2015-01-06 18:10:00,0.0,0.0,0.0,3.15,2.0,0.0
2015-01-06 19:10:00,0.0,0.0,0.0,2.77,1.52,0.0
2015-01-06 20:10:00,0.0,0.0,0.0,2.05,1.66,0.0
2015-01-06 21:10:00,0.0,0.0,0.0,1.54,1.72,0.0
2015-01-06 22:10:00,0.0,0.0,0.0,1.12,1.72,0.0
2015-01-06 23:10:00,0.0,0.0,0.0,1.53,1.45,0.0
2015-01-07 00:10:00,0.0,0.0,0.0,2.68,0.9,0.0
2015-01-07 01:10:00,0.0,0.0,0.0,2.62,0.14,0.0
2015-01-07 02:10:00,0.0,0.0,0.0,2.09,0.69,0.0
2015-01-07 03:10:00,0.0,0.0,0.0,1.05,1.03,0.0
2015-01-07 04:10:00,0.0,0.0,0.0,1.25,0.9,0.0
2015-01-07 05:10:00,0.0,0.0,0.0,1.26,0.83,0.0
2015-01-07 06:10:00,0.0,0.0,0.0,1.37,0.83,0.0
2015-01-07 07:10:00,0.0,0.0,0.0,1.45,0.55,0.0
2015-01-07 08:10:00,257.73,113.22,9.44,1.99,0.48,0.0
2015-01-07 09:10:00,412.53,170.6,15.95,3.1,0.41,0.0
2015-01-07 10:10:00,436.68,180.76,20.39,4.5,0.62,0.0
2015-01-07 11:10:00,532.35,217.22,22.32,5.67,0.76,0.0
2015-01-07 12:10:00,802.2,319.59,21.53,6.7,0.69,0.0
2015-01-07 13:10:00,1557.33,623.28,18.1,7.28,0.69,0.0
2015-01-07 14:10:00,522.33,215.01,12.4,7.41,0.69,0.0
2015-01-07 15:10:00,125.49,65.26,4.93,6.92,0.55,0.0
2015-01-07 16:10:00,0.0,0.0,0.0,6.19,0.14,0.0
2015-01-07 17:10:00,0.0,0.0,0.0,5.43,0.55,0.0
2015-01-07 18:10:00,0.0,0.0,0.0,4.88,0.69,0.0
2015-01-07 19:10:00,0.0,0.0,0.0,2.65,1.59,0.0
2015-01-07 20:10:00,0.0,0.0,0.0,2.26,1.59,0.0
2015-01-07 21:10:00,0.0,0.0,0.0,2.37,1.45,0.0
2015-01-07 22:10:00,0.0,0.0,0.0,2.26,1.45,0.0
2015-01-07 23:10:00,0.0,0.0,0.0,2.14,1.38,0.0
2015-01-08 00:10:00,0.0,0.0,0.0,2.21,1.24,0.0
2015-01-08 01:10:00,0.0,0.0,0.0,3.03,0.97,0.0
2015-01-08 02:10:00,0.0,0.0,0.0,3.33,0.55,0.0
2015-01-08 03:10:00,0.0,0.0,0.0,2.98,0.21,0.0
2015-01-08 04:10:00,0.0,0.0,0.0,2.24,0.69,0.0
2015-01-08 05:10:00,0.0,0.0,0.0,0.89,1.1,0.0
2015-01-08 06:10:00,0.0,0.0,0.0,0.56,1.31,0.0
2015-01-08 07:10:00,0.0,0.0,0.0,2.68,0.69,0.0
2015-01-08 08:10:00,50.67,32.16,9.5,3.06,0.48,0.0
2015-01-08 09:10:00,1406.49,550.71,16.03,3.57,0.69,0.0
2015-01-08 10:10:00,494.88,202.94,20.49,5.7,1.03,0.0
2015-01-08 11:10:00,1850.22,740.78,22.45,6.98,1.31,0.0
2015-01-08 12:10:00,684.69,275.43,21.67,7.82,1.45,0.0
2015-01-08 13:10:00,573.24,233.93,18.26,8.23,1.31,0.0
2015-01-08 14:10:00,887.28,354.82,12.57,8.32,1.24,0.0
2015-01-08 15:10:00,246.03,114.27,5.09,7.76,1.24,0.0
